dispersion_SiOx_(ApproximateOnly)
633,2.5990,0.0711
400,1041
Table
150,2.9351,0.6969
151,2.9351,0.6969
152,2.9351,0.6969
153,2.9351,0.6969
154,2.9351,0.6969
155,2.9351,0.6969
156,2.9351,0.6969
157,2.9351,0.6969
158,2.9351,0.6969
159,2.9351,0.6969
160,2.9351,0.6969
161,2.9351,0.6969
162,2.9351,0.6969
163,2.9351,0.6969
164,2.9351,0.6969
165,2.9351,0.6969
166,2.9351,0.6969
167,2.9351,0.6969
168,2.9351,0.6969
169,2.9351,0.6969
170,2.9351,0.6969
171,2.9351,0.6969
172,2.9351,0.6969
173,2.9351,0.6969
174,2.9351,0.6969
175,2.9351,0.6969
176,2.9351,0.6969
177,2.9351,0.6969
178,2.9351,0.6969
179,2.9351,0.6969
180,2.9351,0.6969
181,2.9351,0.6969
182,2.9351,0.6969
183,2.9351,0.6969
184,2.9351,0.6969
185,2.9351,0.6969
186,2.9351,0.6969
187,2.9351,0.6969
188,2.9351,0.6969
189,2.9351,0.6969
190,2.9351,0.6969
191,2.9351,0.6969
192,2.9351,0.6969
193,2.9351,0.6969
194,2.9351,0.6969
195,2.9351,0.6969
196,2.9351,0.6969
197,2.9351,0.6969
198,2.9351,0.6969
199,2.9351,0.6969
200,2.9351,0.6969
201,2.9351,0.6969
202,2.9351,0.6969
203,2.9351,0.6969
204,2.9351,0.6969
205,2.9351,0.6969
206,2.9351,0.6969
207,2.9351,0.6969
208,2.9351,0.6969
209,2.9351,0.6969
210,2.9351,0.6969
211,2.9351,0.6969
212,2.9351,0.6969
213,2.9351,0.6969
214,2.9351,0.6969
215,2.9351,0.6969
216,2.9351,0.6969
217,2.9351,0.6969
218,2.9351,0.6969
219,2.9351,0.6969
220,2.9351,0.6969
221,2.9351,0.6969
222,2.9351,0.6969
223,2.9351,0.6969
224,2.9351,0.6969
225,2.9351,0.6969
226,2.9351,0.6969
227,2.9351,0.6969
228,2.9351,0.6969
229,2.9351,0.6969
230,2.9351,0.6969
231,2.9351,0.6969
232,2.9351,0.6969
233,2.9351,0.6969
234,2.9351,0.6969
235,2.9351,0.6969
236,2.9351,0.6969
237,2.9351,0.6969
238,2.9351,0.6969
239,2.9351,0.6969
240,2.9351,0.6969
241,2.9351,0.6969
242,2.9351,0.6969
243,2.9351,0.6969
244,2.9351,0.6969
245,2.9351,0.6969
246,2.9351,0.6969
247,2.9351,0.6969
248,2.9351,0.6969
249,2.9351,0.6969
250,2.9351,0.6969
251,2.9351,0.6969
252,2.9351,0.6969
253,2.9351,0.6969
254,2.9351,0.6969
255,2.9351,0.6969
256,2.9351,0.6969
257,2.9351,0.6969
258,2.9351,0.6969
259,2.9351,0.6969
260,2.9351,0.6969
261,2.9351,0.6969
262,2.9351,0.6969
263,2.9351,0.6969
264,2.9351,0.6969
265,2.9351,0.6969
266,2.9351,0.6969
267,2.9351,0.6969
268,2.9351,0.6969
269,2.9351,0.6969
270,2.9351,0.6969
271,2.9351,0.6969
272,2.9351,0.6969
273,2.9351,0.6969
274,2.9351,0.6969
275,2.9351,0.6969
276,2.9351,0.6969
277,2.9351,0.6969
278,2.9351,0.6969
279,2.9351,0.6969
280,2.9351,0.6969
281,2.9351,0.6969
282,2.9351,0.6969
283,2.9351,0.6969
284,2.9351,0.6969
285,2.9351,0.6969
286,2.9351,0.6969
287,2.9351,0.6969
288,2.9351,0.6969
289,2.9351,0.6969
290,2.9351,0.6969
291,2.9351,0.6969
292,2.9351,0.6969
293,2.9351,0.6969
294,2.9351,0.6969
295,2.9351,0.6969
296,2.9351,0.6969
297,2.9351,0.6969
298,2.9351,0.6969
299,2.9351,0.6969
300,2.9351,0.6969
301,2.9351,0.6969
302,2.9351,0.6969
303,2.9351,0.6969
304,2.9351,0.6969
305,2.9351,0.6969
306,2.9351,0.6969
307,2.9351,0.6969
308,2.9351,0.6969
309,2.9351,0.6969
310,2.9351,0.6969
311,2.9351,0.6969
312,2.9351,0.6969
313,2.9351,0.6969
314,2.9351,0.6969
315,2.9351,0.6969
316,2.9351,0.6969
317,2.9351,0.6969
318,2.9351,0.6969
319,2.9351,0.6969
320,2.9351,0.6969
321,2.9351,0.6969
322,2.9351,0.6969
323,2.9351,0.6969
324,2.9351,0.6969
325,2.9351,0.6969
326,2.9351,0.6969
327,2.9351,0.6969
328,2.9351,0.6969
329,2.9351,0.6969
330,2.9351,0.6969
331,2.9351,0.6969
332,2.9351,0.6969
333,2.9351,0.6969
334,2.9351,0.6969
335,2.9351,0.6969
336,2.9351,0.6969
337,2.9351,0.6969
338,2.9351,0.6969
339,2.9351,0.6969
340,2.9351,0.6969
341,2.9351,0.6969
342,2.9351,0.6969
343,2.9351,0.6969
344,2.9351,0.6969
345,2.9351,0.6969
