400,0.4435
401,0.4382
402,0.4440
403,0.4496
404,0.4660
405,0.4609
406,0.4472
407,0.4511
408,0.4383
409,0.4289
410,0.4345
411,0.4304
412,0.4233
413,0.4069
414,0.4134
415,0.4118
416,0.4011
417,0.4111
418,0.4131
419,0.4105
420,0.4129
421,0.3896
422,0.3916
423,0.3899
424,0.3863
425,0.3855
426,0.3711
427,0.3656
428,0.3649
429,0.3739
430,0.3678
431,0.3662
432,0.3663
433,0.3647
434,0.3660
435,0.3667
436,0.3629
437,0.3648
438,0.3620
439,0.3539
440,0.3494
441,0.3532
442,0.3390
443,0.3327
444,0.3312
445,0.3282
446,0.3215
447,0.3162
448,0.3198
449,0.3186
450,0.3162
451,0.3177
452,0.3117
453,0.3078
454,0.3071
455,0.2996
456,0.3019
457,0.2971
458,0.2964
459,0.2895
460,0.2867
461,0.2839
462,0.2783
463,0.2802
464,0.2771
465,0.2741
466,0.2717
467,0.2670
468,0.2682
469,0.2607
470,0.2569
471,0.2464
472,0.2431
473,0.2362
474,0.2326
475,0.2287
476,0.2289
477,0.2283
478,0.2292
479,0.2322
480,0.2260
481,0.2245
482,0.2208
483,0.2167
484,0.2161
485,0.2115
486,0.2078
487,0.2056
488,0.2003
489,0.1998
490,0.1956
491,0.1905
492,0.1879
493,0.1880
494,0.1879
495,0.1859
496,0.1857
497,0.1870
498,0.1862
499,0.1880
500,0.1875
501,0.1853
502,0.1844
503,0.1801
504,0.1791
505,0.1782
506,0.1753
507,0.1726
508,0.1720
509,0.1678
510,0.1639
511,0.1645
512,0.1611
513,0.1575
514,0.1560
515,0.1518
516,0.1448
517,0.1432
518,0.1396
519,0.1356
520,0.1307
521,0.1288
522,0.1247
523,0.1234
524,0.1226
525,0.1194
526,0.1182
527,0.1165
528,0.1169
529,0.1175
530,0.1150
531,0.1090
532,0.1060
533,0.1063
534,0.1052
535,0.1031
536,0.1022
537,0.1009
538,0.0986
539,0.1032
540,0.1015
541,0.0993
542,0.0965
543,0.0933
544,0.0894
545,0.0830
546,0.0802
547,0.0795
548,0.0798
549,0.0784
550,0.0761
551,0.0792
552,0.0753
553,0.0744
554,0.0741
555,0.0733
556,0.0742
557,0.0737
558,0.0716
559,0.0716
560,0.0714
561,0.0715
562,0.0714
563,0.0689
564,0.0611
565,0.0613
566,0.0606
567,0.0589
568,0.0585
569,0.0547
570,0.0554
571,0.0577
572,0.0574
573,0.0552
574,0.0554
575,0.0534
576,0.0527
577,0.0546
578,0.0478
579,0.0437
580,0.0419
581,0.0453
582,0.0436
583,0.0418
584,0.0424
585,0.0427
586,0.0436
587,0.0481
588,0.0500
589,0.0463
590,0.0437
591,0.0407
592,0.0410
593,0.0364
594,0.0348
595,0.0345
596,0.0326
597,0.0316
598,0.0315
599,0.0337
600,0.0337
601,0.0366
602,0.0371
603,0.0371
604,0.0390
605,0.0395
606,0.0388
607,0.0374
608,0.0383
609,0.0364
610,0.0346
611,0.0319
612,0.0296
613,0.0299
614,0.0280
615,0.0285
616,0.0243
617,0.0244
618,0.0260
619,0.0236
620,0.0218
621,0.0211
622,0.0225
623,0.0224
624,0.0236
625,0.0223
626,0.0212
627,0.0207
628,0.0212
629,0.0205
630,0.0201
631,0.0236
632,0.0255
633,0.0296
634,0.0300
635,0.0326
636,0.0326
637,0.0313
638,0.0309
639,0.0268
640,0.0257
641,0.0240
642,0.0241
643,0.0235
644,0.0215
645,0.0232
646,0.0257
647,0.0227
648,0.0225
649,0.0220
650,0.0227
651,0.0256
652,0.0277
653,0.0301
654,0.0271
655,0.0270
656,0.0262
657,0.0233
658,0.0207
659,0.0188
660,0.0212
661,0.0165
662,0.0160
663,0.0179
664,0.0209
665,0.0247
666,0.0262
667,0.0254
668,0.0236
669,0.0276
670,0.0287
671,0.0259
672,0.0217
673,0.0199
674,0.0177
675,0.0152
676,0.0138
677,0.0110
678,0.0102
679,0.0103
680,0.0131
681,0.0092
682,0.0118
683,0.0126
684,0.0113
685,0.0106
686,0.0104
687,0.0094
688,0.0107
689,0.0143
690,0.0148
691,0.0173
692,0.0188
693,0.0209
694,0.0222
695,0.0242
696,0.0237
697,0.0220
698,0.0203
699,0.0204
700,0.0221
701,0.0214
702,0.0251
703,0.0281
704,0.0276
705,0.0272
706,0.0250
707,0.0264
708,0.0284
709,0.0320
710,0.0304
711,0.0296
712,0.0306
713,0.0366
714,0.0346
715,0.0324
716,0.0296
717,0.0294
718,0.0315
719,0.0394
720,0.0381
721,0.0350
722,0.0362
723,0.0377
724,0.0346
725,0.0352
726,0.0293
727,0.0290
728,0.0322
729,0.0354
730,0.0374
731,0.0358
732,0.0413
733,0.0462
734,0.0453
735,0.0416
736,0.0378
737,0.0368
738,0.0370
739,0.0343
740,0.0320
741,0.0329
742,0.0315
743,0.0289
744,0.0365
745,0.0431
746,0.0417
747,0.0446
748,0.0453
749,0.0444
750,0.0438
751,0.0441
752,0.0373
753,0.0392
754,0.0335
755,0.0301
756,0.0239
757,0.0256
758,0.0245
759,0.0240
760,0.0249
761,0.0301
762,0.0323
763,0.0371
764,0.0409
765,0.0388
766,0.0370
767,0.0378
768,0.0359
769,0.0333
