401,0.4475
402,0.4373
403,0.4425
404,0.4376
405,0.4275
406,0.4226
407,0.4202
408,0.4148
409,0.4112
410,0.4076
411,0.4069
412,0.3999
413,0.3999
414,0.4013
415,0.3999
416,0.3987
417,0.3950
418,0.3973
419,0.3925
420,0.3903
421,0.3910
422,0.3916
423,0.3836
424,0.3788
425,0.3757
426,0.3695
427,0.3640
428,0.3669
429,0.3638
430,0.3599
431,0.3580
432,0.3563
433,0.3525
434,0.3476
435,0.3499
436,0.3400
437,0.3352
438,0.3286
439,0.3231
440,0.3210
441,0.3178
442,0.3159
443,0.3115
444,0.3133
445,0.3124
446,0.3127
447,0.3094
448,0.3077
449,0.3039
450,0.3031
451,0.3008
452,0.2964
453,0.2935
454,0.2891
455,0.2849
456,0.2820
457,0.2788
458,0.2747
459,0.2751
460,0.2735
461,0.2688
462,0.2666
463,0.2644
464,0.2645
465,0.2619
466,0.2609
467,0.2587
468,0.2536
469,0.2533
470,0.2517
471,0.2503
472,0.2466
473,0.2453
474,0.2428
475,0.2368
476,0.2356
477,0.2333
478,0.2306
479,0.2279
480,0.2261
481,0.2241
482,0.2196
483,0.2179
484,0.2163
485,0.2144
486,0.2122
487,0.2097
488,0.2079
489,0.2072
490,0.2056
491,0.2054
492,0.2031
493,0.2007
494,0.1987
495,0.1974
496,0.1962
497,0.1936
498,0.1925
499,0.1900
500,0.1872
501,0.1854
502,0.1831
503,0.1810
504,0.1793
505,0.1773
506,0.1763
507,0.1740
508,0.1723
509,0.1704
510,0.1685
511,0.1666
512,0.1659
513,0.1630
514,0.1615
515,0.1605
516,0.1580
517,0.1568
518,0.1557
519,0.1549
520,0.1520
521,0.1505
522,0.1490
523,0.1463
524,0.1452
525,0.1438
526,0.1416
527,0.1403
528,0.1385
529,0.1375
530,0.1355
531,0.1344
532,0.1334
533,0.1314
534,0.1295
535,0.1272
536,0.1252
537,0.1241
538,0.1224
539,0.1207
540,0.1193
541,0.1182
542,0.1165
543,0.1159
544,0.1149
545,0.1122
546,0.1108
547,0.1100
548,0.1089
549,0.1083
550,0.1077
551,0.1067
552,0.1058
553,0.1052
554,0.1040
555,0.1022
556,0.1007
557,0.0995
558,0.0975
559,0.0969
560,0.0956
561,0.0943
562,0.0943
563,0.0938
564,0.0926
565,0.0922
566,0.0916
567,0.0902
568,0.0895
569,0.0882
570,0.0862
571,0.0856
572,0.0847
573,0.0835
574,0.0827
575,0.0822
576,0.0811
577,0.0806
578,0.0796
579,0.0790
580,0.0784
581,0.0775
582,0.0764
583,0.0755
584,0.0748
585,0.0742
586,0.0738
587,0.0726
588,0.0722
589,0.0713
590,0.0702
591,0.0694
592,0.0688
593,0.0681
594,0.0670
595,0.0665
596,0.0657
597,0.0652
598,0.0648
599,0.0646
600,0.0639
601,0.0631
602,0.0632
603,0.0626
604,0.0617
605,0.0614
606,0.0608
607,0.0597
608,0.0598
609,0.0593
610,0.0588
611,0.0580
612,0.0575
613,0.0569
614,0.0563
615,0.0556
616,0.0545
617,0.0540
618,0.0533
619,0.0534
620,0.0534
621,0.0531
622,0.0528
