400,0.3445
401,0.3449
402,0.3451
403,0.3468
404,0.3472
405,0.3485
406,0.3488
407,0.3503
408,0.3509
409,0.3519
410,0.3545
411,0.3551
412,0.3562
413,0.3574
414,0.3576
415,0.3585
416,0.3600
417,0.3610
418,0.3642
419,0.3651
420,0.3664
421,0.3683
422,0.3705
423,0.3716
424,0.3716
425,0.3705
426,0.3709
427,0.3716
428,0.3714
429,0.3713
430,0.3716
431,0.3716
432,0.3716
433,0.3726
434,0.3735
435,0.3734
436,0.3739
437,0.3732
438,0.3725
439,0.3728
440,0.3710
441,0.3695
442,0.3703
443,0.3695
444,0.3685
445,0.3681
446,0.3681
447,0.3674
448,0.3664
449,0.3671
450,0.3660
451,0.3646
452,0.3623
453,0.3620
454,0.3615
455,0.3603
456,0.3590
457,0.3581
458,0.3570
459,0.3568
460,0.3555
461,0.3530
462,0.3514
463,0.3500
464,0.3481
465,0.3467
466,0.3447
467,0.3426
468,0.3405
469,0.3388
470,0.3372
471,0.3353
472,0.3328
473,0.3301
474,0.3282
475,0.3253
476,0.3236
477,0.3218
478,0.3197
479,0.3173
480,0.3152
481,0.3130
482,0.3105
483,0.3080
484,0.3065
485,0.3040
486,0.3013
487,0.2988
488,0.2971
489,0.2949
490,0.2915
491,0.2893
492,0.2876
493,0.2843
494,0.2822
495,0.2797
496,0.2763
497,0.2742
498,0.2719
499,0.2696
500,0.2661
501,0.2638
502,0.2618
503,0.2582
504,0.2559
505,0.2535
506,0.2512
507,0.2479
508,0.2454
509,0.2433
510,0.2396
511,0.2376
512,0.2354
513,0.2319
514,0.2293
515,0.2269
516,0.2246
517,0.2211
518,0.2189
519,0.2167
520,0.2137
521,0.2114
522,0.2094
523,0.2061
524,0.2035
525,0.2016
526,0.1986
527,0.1964
528,0.1938
529,0.1917
530,0.1885
531,0.1862
532,0.1846
533,0.1814
534,0.1792
535,0.1772
536,0.1739
537,0.1716
538,0.1697
539,0.1667
540,0.1646
541,0.1627
542,0.1599
543,0.1577
544,0.1560
545,0.1535
546,0.1518
547,0.1500
548,0.1477
549,0.1463
550,0.1451
551,0.1440
552,0.1420
553,0.1408
554,0.1397
555,0.1379
556,0.1367
